"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ","jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0.8473435640335083,0.8473435640335083,1,1,0,1,"Skipped"
"stealing harvard aspires to comedic grand larceny but [[stands]] convicted of nothing more than petty theft of your time . ","stealing harvard aspires to comedic grand larceny but [[stand]] convicted of nothing more than petty theft of your time . ",0.24322092533111572,0.6653645038604736,0,1,0,34,"Successful"
"( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ","( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ",0.7543230056762695,0.7543230056762695,0,0,1,1,"Skipped"
"displaying about equal amounts of naiveté , [[passion]] and talent , beneath clouds establishes sen as a filmmaker of [[considerable]] potential . ","displaying about equal amounts of naiveté , [[eagerness]] and talent , beneath clouds establishes sen as a filmmaker of [[heavy]] potential . ",0.009982526302337646,0.5911455154418945,1,0,1,80,"Successful"
"` easily my choice for one of the year 's [[best]] films . ' ","` easily my choice for one of the year 's [[preferable]] films . ' ",0.006464123725891113,0.8457145690917969,1,0,1,38,"Successful"
"a very [[long]] movie , dull in [[stretches]] , with entirely too [[much]] focus on meal preparation and igloo construction . ","a very [[lasting]] movie , dull in [[broaden]] , with entirely too [[immensely]] focus on meal preparation and igloo construction . ",9.357929229736328e-05,0.41169625520706177,0,0,0,80,"Failed"
"as a first-time director , paxton has [[tapped]] something in himself as an actor that provides frailty with its dark [[soul]] . ","as a first-time director , paxton has [[bugged]] something in himself as an actor that provides frailty with its dark [[ame]] . ",0.0018922090530395508,0.9314296245574951,1,0,1,50,"Successful"
"it 's a [[grab]] bag of genres that do n't add up to a whole lot of sense . ","it 's a [[captures]] bag of genres that do n't add up to a whole lot of sense . ",0.012925386428833008,0.7132957577705383,0,1,0,28,"Successful"
"[[instead]] of [[hiding]] pinocchio from critics , miramax should have hidden it from everyone . ","[[nonetheless]] of [[lurks]] pinocchio from critics , miramax should have hidden it from everyone . ",0.009668052196502686,0.8229618072509766,0,1,0,74,"Successful"
"portentous and pretentious , the [[weight]] of water is appropriately titled , given the heavy-handedness of it drama . ","portentous and pretentious , the [[weighing]] of water is appropriately titled , given the heavy-handedness of it drama . ",0.04268771409988403,0.7657660841941833,0,1,0,29,"Successful"
"altogether , this is [[successful]] as a film , while at the same time being a most [[touching]] reconsideration of the familiar [[masterpiece]] . ","altogether , this is [[thrive]] as a film , while at the same time being a most [[affected]] reconsideration of the familiar [[linchpin]] . ",0.004880189895629883,0.7237755060195923,1,0,1,49,"Successful"
"there has always been something [[likable]] about the marquis de sade . ","there has always been something [[unlikable]] about the marquis de sade . ",0.005908071994781494,0.9897873997688293,1,0,1,35,"Successful"
"the humor is forced and heavy-handed , and occasionally simply [[unpleasant]] . ","the humor is forced and heavy-handed , and occasionally simply [[naughty]] . ",0.003792285919189453,0.6157040596008301,0,1,0,41,"Successful"
"without ever becoming didactic , director carlos carrera [[expertly]] [[weaves]] this novelistic story of entangled interrelationships and complex morality . ","without ever becoming didactic , director carlos carrera [[clumsily]] [[weaved]] this novelistic story of entangled interrelationships and complex morality . ",0.0002853274345397949,0.5673556923866272,1,0,1,74,"Successful"
"partway through watching this [[saccharine]] , easter-egg-colored concoction , you realize that it is made up of three episodes of a [[rejected]] tv show . ","partway through watching this [[fatuous]] , easter-egg-colored concoction , you realize that it is made up of three episodes of a [[spurn]] tv show . ",0.03543573617935181,0.9075980186462402,0,1,0,71,"Successful"
"for the most part , it 's a [[work]] of incendiary genius , steering clear of knee-jerk reactions and [[quick]] solutions . ","for the most part , it 's a [[labor]] of incendiary genius , steering clear of knee-jerk reactions and [[faster]] solutions . ",0.0057294368743896484,0.980510413646698,1,0,1,80,"Successful"
"the [[special]] [[effects]] and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's [[rousing]] score make good use of the hefty audio system . ","the [[odd]] [[afflicts]] and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's [[electrifying]] score make good use of the hefty audio system . ",0.037323176860809326,0.3078615069389343,1,1,1,80,"Failed"
"not since freddy got fingered has a major release been [[so]] [[painful]] to sit through . ","not since freddy got fingered has a major release been [[alike]] [[poignant]] to sit through . ",0.00026279687881469727,0.4906020164489746,0,0,0,80,"Failed"
"the movie is what [[happens]] when you blow up small potatoes to 10 [[times]] their natural size , and it ai n't [[pretty]] . ","the movie is what [[penetrates]] when you blow up small potatoes to 10 [[bouts]] their natural size , and it ai n't [[altogether]] . ",0.0012609362602233887,0.5194053649902344,0,1,0,80,"Successful"
"we have n't seen such hilarity since say it is n't so ! ","we have n't seen such hilarity since say it is n't so ! ",0.9989719986915588,0.9989719986915588,0,0,1,1,"Skipped"
"to call the other side of heaven `` [[appalling]] '' would be to underestimate just how dangerous entertainments like it can be . ","to call the other side of heaven `` [[harrowing]] '' would be to underestimate just how dangerous entertainments like it can be . ",0.07931363582611084,0.6216920018196106,0,1,0,45,"Successful"
"nothing is [[sacred]] in this gut-buster . ","nothing is [[blessed]] in this gut-buster . ",0.0820733904838562,0.48197853565216064,0,0,0,37,"Failed"
"feels [[haphazard]] , as if the writers [[mistakenly]] thought they could achieve an air of frantic spontaneity by [[simply]] tossing in lots of characters doing silly [[stuff]] and stirring the pot . ","feels [[disorderly]] , as if the writers [[accidentally]] thought they could achieve an air of frantic spontaneity by [[scarcely]] tossing in lots of characters doing silly [[dope]] and stirring the pot . ",0.0001245737075805664,0.8872165083885193,0,1,0,80,"Successful"
"[[tries]] to add some spice to its quirky sentiments but the taste is all too familiar . ","[[strives]] to add some spice to its quirky sentiments but the taste is all too familiar . ",0.024403750896453857,0.6795647740364075,0,1,0,61,"Successful"
"at its [[worst]] , it implodes in a series of very [[bad]] special effects . ","at its [[finest]] , it implodes in a series of very [[wicked]] special effects . ",0.00015842914581298828,0.9326794147491455,0,1,0,80,"Successful"
"with tightly organized [[efficiency]] , numerous flashbacks and a constant [[edge]] of [[tension]] , miller 's film is one of 2002 's involvingly adult surprises . ","with tightly organized [[efficacy]] , numerous flashbacks and a constant [[margin]] of [[stress]] , miller 's film is one of 2002 's involvingly adult surprises . ",0.0035663843154907227,0.5462467670440674,1,0,1,80,"Successful"
"a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ","a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ",0.999664306640625,0.999664306640625,1,1,0,1,"Skipped"
"a warm but [[realistic]] meditation on friendship , family and [[affection]] . ","a warm but [[concrete]] meditation on friendship , family and [[nausea]] . ",3.933906555175781e-05,0.13484632968902588,1,1,1,80,"Failed"
"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a [[technicality]] that strains credulity and leaves the viewer haunted by the [[waste]] of potential . ","at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a [[formality]] that strains credulity and leaves the viewer haunted by the [[wastage]] of potential . ",0.11606329679489136,0.8058385848999023,0,1,0,80,"Successful"
"while the resident evil games may [[have]] set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ","while the resident evil games may [[ont]] set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0.1600208282470703,0.7523745894432068,0,1,0,62,"Successful"
"it 's a [[remarkably]] solid and [[subtly]] satirical tour de force . ","it 's a [[markedly]] solid and [[tactfully]] satirical tour de force . ",6.091594696044922e-05,0.009209156036376953,1,1,1,80,"Failed"
"director andrew niccol ... [[demonstrates]] a [[wry]] understanding of the quirks of fame . ","director andrew niccol ... [[exposition]] a [[cynical]] understanding of the quirks of fame . ",0.0005966424942016602,0.9854762554168701,1,0,1,80,"Successful"
"when leguizamo finally plugged an irritating [[character]] late in the [[movie]] . ","when leguizamo finally plugged an irritating [[hallmarks]] late in the [[panorama]] . ",0.0004622936248779297,0.03218400478363037,0,0,0,80,"Failed"
"thekids will probably [[stay]] [[amused]] at the kaleidoscope of big , colorful characters . ","thekids will probably [[leftovers]] [[outraged]] at the kaleidoscope of big , colorful characters . ",0.0005991458892822266,0.6565370559692383,1,0,1,80,"Successful"
"mattei is tiresomely [[grave]] and long-winded , as if circularity itself indicated [[profundity]] . ","mattei is tiresomely [[deeply]] and long-winded , as if circularity itself indicated [[fearlessness]] . ",0.001740872859954834,0.06695234775543213,0,0,0,80,"Failed"
"... plays like somebody spliced [[random]] moments of a chris [[rock]] [[routine]] into what is otherwise a cliche-riddled but self-serious spy thriller . ","... plays like somebody spliced [[wanton]] moments of a chris [[rocks]] [[everyday]] into what is otherwise a cliche-riddled but self-serious spy thriller . ",0.00048828125,0.0025104284286499023,0,0,0,80,"Failed"
"an overemphatic , would-be wacky , [[ultimately]] [[tedious]] sex farce . ","an overemphatic , would-be wacky , [[maybe]] [[pesky]] sex farce . ",0.0014536380767822266,0.7844893932342529,0,1,0,66,"Successful"
"it all [[adds]] up to good [[fun]] . ","it all [[extras]] up to good [[joke]] . ",0.00014925003051757812,0.967053234577179,1,0,1,80,"Successful"
"whether writer-director anne fontaine 's film is a ghost [[story]] , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is [[haunting]] . ","whether writer-director anne fontaine 's film is a ghost [[annals]] , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[bewitching]] as it is [[anguished]] . ",0.0068988800048828125,0.18496423959732056,1,1,1,80,"Failed"
"another in-your-face wallow in the lower depths made by people who have never sung those blues . ","another in-your-face wallow in the lower depths made by people who have never sung those blues . ",0.8389735817909241,0.8389735817909241,1,1,0,1,"Skipped"
"a very well-made , [[funny]] and [[entertaining]] picture . ","a very well-made , [[distracting]] and [[distract]] picture . ",2.86102294921875e-05,0.9744462370872498,1,0,1,79,"Successful"
"it 's worth seeing just on the basis of the [[wisdom]] , and at times , the [[startling]] optimism , of the children . ","it 's worth seeing just on the basis of the [[discretion]] , and at times , the [[stun]] optimism , of the children . ",0.00026923418045043945,0.009882986545562744,1,1,1,80,"Failed"
"despite its title , punch-drunk [[love]] is never heavy-handed . ","despite its title , punch-drunk [[adores]] is never heavy-handed . ",0.14266186952590942,0.9565815925598145,1,0,1,42,"Successful"
"if director michael dowse only [[superficially]] understands his characters , he does n't hold them in contempt . ","if director michael dowse only [[sweetly]] understands his characters , he does n't hold them in contempt . ",0.02996593713760376,0.5174246430397034,0,1,0,43,"Successful"
"it 's [[refreshing]] to see a girl-power movie that does n't [[feel]] it has to prove anything . ","it 's [[gratifying]] to see a girl-power movie that does n't [[sense]] it has to prove anything . ",0.006272315979003906,0.5446622371673584,1,0,1,72,"Successful"
"the film may appear naked in its narrative form ... but it goes [[deeper]] than that , to fundamental choices that include the complexity of the catholic doctrine ","the film may appear naked in its narrative form ... but it goes [[longer]] than that , to fundamental choices that include the complexity of the catholic doctrine ",0.18573254346847534,0.8269816040992737,1,0,1,54,"Successful"
"however it may please those who love movies that [[blare]] with pop songs , young science fiction fans will stomp away in disgust . ","however it may please those who love movies that [[reverberating]] with pop songs , young science fiction fans will stomp away in disgust . ",0.1609121561050415,0.6330175399780273,0,1,0,57,"Successful"
"as [[vulgar]] as it is [[banal]] . ","as [[sassy]] as it is [[everyday]] . ",0.00025731325149536133,0.9988653659820557,0,1,0,77,"Successful"
"zhang ... has done an [[amazing]] job of getting realistic performances from his mainly nonprofessional cast . ","zhang ... has done an [[tremendous]] job of getting realistic performances from his mainly nonprofessional cast . ",0.061255455017089844,0.587023913860321,1,0,1,61,"Successful"
"outer-space buffs might love this film , but others will find its pleasures intermittent . ","outer-space buffs might love this film , but others will find its pleasures intermittent . ",0.9995550513267517,0.9995550513267517,1,1,0,1,"Skipped"
"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he [[makes]] language [[sexy]] . ","maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he [[becoming]] language [[hotter]] . ",0.015886366367340088,0.5688483715057373,1,0,1,80,"Successful"
"more [[whiny]] [[downer]] than corruscating [[commentary]] . ","more [[egomaniacal]] [[donner]] than corruscating [[observational]] . ",0.00026291608810424805,0.3119364380836487,0,0,0,33,"Failed"
"there are simply too [[many]] ideas floating around -- part farce , part sliding doors , part pop video -- and yet [[failing]] to exploit them . ","there are simply too [[assorted]] ideas floating around -- part farce , part sliding doors , part pop video -- and yet [[frailty]] to exploit them . ",0.021261870861053467,0.6296209096908569,0,1,0,80,"Successful"
"it 's another [[stale]] , kill-by-numbers flick , [[complete]] with blade-thin [[characters]] and terrible , pun-laden [[dialogue]] . ","it 's another [[ancient]] , kill-by-numbers flick , [[whole]] with blade-thin [[ascribe]] and terrible , pun-laden [[debated]] . ",8.940696716308594e-05,0.10858476161956787,0,0,0,80,"Failed"
"what [[distinguishes]] time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated [[emotions]] fueling terrorist acts . ","what [[distinguishing]] time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated [[sentiment]] fueling terrorist acts . ",0.05489671230316162,0.6323440074920654,1,0,1,45,"Successful"
"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ","i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0.6591092348098755,0.6591092348098755,1,1,0,1,"Skipped"
"the movie 's accumulated force still [[feels]] like an [[ugly]] knot tightening in your [[stomach]] . ","the movie 's accumulated force still [[deems]] like an [[dastardly]] knot tightening in your [[ache]] . ",0.0013045668601989746,0.8288151621818542,0,1,0,80,"Successful"
"at least one scene is so [[disgusting]] that viewers may be hard pressed to retain their lunch . ","at least one scene is so [[filthy]] that viewers may be hard pressed to retain their lunch . ",0.02741342782974243,0.9027645587921143,0,1,0,61,"Successful"
"it has [[charm]] to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ","it has [[tempting]] to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",0.07315099239349365,0.7133575081825256,1,0,1,62,"Successful"
"an operatic , sprawling picture that 's entertainingly acted , [[magnificently]] shot and [[gripping]] enough to sustain most of its 170-minute length . ","an operatic , sprawling picture that 's entertainingly acted , [[appallingly]] shot and [[bewitching]] enough to sustain most of its 170-minute length . ",0.0075487494468688965,0.06323903799057007,1,1,1,80,"Failed"
"a [[giggle]] a minute . ","a [[travesty]] a minute . ",0.005747497081756592,0.9932848215103149,1,0,1,51,"Successful"
"[[uses]] [[sharp]] humor and insight into human nature to examine class conflict , adolescent yearning , the roots of [[friendship]] and sexual identity . ","[[consuming]] [[harsh]] humor and insight into human nature to examine class conflict , adolescent yearning , the roots of [[amigo]] and sexual identity . ",0.00014078617095947266,0.3115123510360718,1,1,1,80,"Failed"
"the continued [[good]] chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ","the continued [[okay]] chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ",0.19797897338867188,0.7690381407737732,1,0,1,66,"Successful"
"i 'm just too [[bored]] to [[care]] . ","i 'm just too [[drilled]] to [[loving]] . ",4.374980926513672e-05,0.26031720638275146,0,0,0,46,"Failed"
"one of the more [[irritating]] cartoons you will see this , or any , year . ","one of the more [[agonising]] cartoons you will see this , or any , year . ",0.04719322919845581,0.9835692644119263,0,1,0,64,"Successful"
"it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ","it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ",0.6298788785934448,0.6298788785934448,0,0,1,1,"Skipped"
"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ","it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",0.9110299944877625,0.9110299944877625,0,0,1,1,"Skipped"
"i am [[sorry]] that i was [[unable]] to get the full [[brunt]] of the [[comedy]] . ","i am [[apologies]] that i was [[able]] to get the full [[clout]] of the [[hilarity]] . ",0.0006472468376159668,0.998289167881012,0,1,0,60,"Successful"
"a [[good]] [[piece]] of [[work]] more often than not . ","a [[adequate]] [[fragment]] of [[acted]] more often than not . ",5.6624412536621094e-05,0.6028016805648804,1,0,1,80,"Successful"
"while the ideas about techno-saturation are far from novel , they 're presented with a [[wry]] dark humor . ","while the ideas about techno-saturation are far from novel , they 're presented with a [[sneering]] dark humor . ",0.02339273691177368,0.6741135120391846,1,0,1,41,"Successful"
"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe [[comic]] adams ' attempts to get his shot at the big time . ","charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe [[unfunny]] adams ' attempts to get his shot at the big time . ",0.10522300004959106,0.8234569430351257,1,0,1,45,"Successful"
"an [[exhilarating]] futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a [[riveting]] , pulse intensifying escapist adventure of the first order ","an [[tempting]] futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a [[baffling]] , pulse intensifying escapist adventure of the first order ",6.151199340820312e-05,0.0004284977912902832,1,1,1,80,"Failed"
"[[beautifully]] [[observed]] , miraculously unsentimental comedy-drama . ","[[unspeakably]] [[followed]] , miraculously unsentimental comedy-drama . ",0.002374708652496338,0.08221620321273804,1,1,1,80,"Failed"
"the film 's hackneyed message is not helped by the [[thin]] characterizations , nonexistent plot and [[pretentious]] visual style . ","the film 's hackneyed message is not helped by the [[lean]] characterizations , nonexistent plot and [[cheeky]] visual style . ",0.00022286176681518555,0.0017157196998596191,0,0,0,80,"Failed"
"a breezy romantic comedy that has the punch of a [[good]] sitcom , while offering [[exceptionally]] well-detailed characters . ","a breezy romantic comedy that has the punch of a [[adequate]] sitcom , while offering [[horribly]] well-detailed characters . ",0.0007833242416381836,0.1389896273612976,1,1,1,80,"Failed"
"[[should]] [[have]] been someone else - ","[[awaited]] [[enjoy]] been someone else - ",0.03860431909561157,0.9862623810768127,0,1,0,78,"Successful"
"coughs and [[sputters]] on its own postmodern conceit . ","coughs and [[crackles]] on its own postmodern conceit . ",0.0026946067810058594,0.9660865068435669,0,1,0,59,"Successful"
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ","the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",0.6525272130966187,0.6525272130966187,0,0,1,1,"Skipped"
"almost [[gags]] on its own [[gore]] . ","almost [[giggle]] on its own [[mountains]] . ",0.0021587610244750977,0.9993258118629456,0,1,0,40,"Successful"
"a [[marvel]] like none you 've seen . ","a [[gemstone]] like none you 've seen . ",0.0971556305885315,0.961819589138031,1,0,1,16,"Successful"
"[[trite]] , [[banal]] , cliched , mostly [[inoffensive]] . ","[[petty]] , [[everyday]] , cliched , mostly [[gentle]] . ",1.609325408935547e-05,0.9632956981658936,0,1,0,80,"Successful"
"immersing us in the endlessly [[inventive]] , fiercely competitive world of hip-hop djs , the project is [[sensational]] and revelatory , even if scratching makes you itch . ","immersing us in the endlessly [[imaginary]] , fiercely competitive world of hip-hop djs , the project is [[tabloid]] and revelatory , even if scratching makes you itch . ",0.0002047419548034668,0.012966632843017578,1,1,1,80,"Failed"
"the movie has an infectious exuberance that will [[engage]] anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will [[hired]] anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",0.03592181205749512,0.2952783703804016,1,1,1,80,"Failed"
"yakusho and shimizu ... create [[engaging]] characterizations in imamura 's lively and [[enjoyable]] cultural mix . ","yakusho and shimizu ... create [[hire]] characterizations in imamura 's lively and [[agreeable]] cultural mix . ",1.3828277587890625e-05,0.01542043685913086,1,1,1,80,"Failed"
"this is wild surreal stuff , but [[brilliant]] and the camera just kind of sits there and [[lets]] you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","this is wild surreal stuff , but [[briiliant]] and the camera just kind of sits there and [[allows]] you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",0.26318252086639404,0.5200384855270386,1,0,1,80,"Successful"
"there is very little dread or apprehension , and though i like the [[creepy]] ideas , they are not [[executed]] with anything more than perfunctory [[skill]] . ","there is very little dread or apprehension , and though i like the [[terrifying]] ideas , they are not [[imposed]] with anything more than perfunctory [[ability]] . ",0.04091000556945801,0.6076202392578125,0,1,0,80,"Successful"
"the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly [[unfunny]] comedy . ","the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly [[funnier]] comedy . ",0.16153186559677124,0.843871533870697,0,1,0,66,"Successful"
"[[good]] car chases , great fight scenes , and a distinctive [[blend]] of european , american and asian influences . ","[[adequate]] car chases , great fight scenes , and a distinctive [[jumpsuit]] of european , american and asian influences . ",6.282329559326172e-05,0.02104175090789795,1,1,1,80,"Failed"
"the last 20 minutes are [[somewhat]] redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the [[fart]] [[jokes]] ","the last 20 minutes are [[loosely]] redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the [[farting]] [[giggles]] ",0.004299759864807129,0.7620582580566406,0,1,0,80,"Successful"
"even in its most tedious scenes , russian ark is [[mesmerizing]] . ","even in its most tedious scenes , russian ark is [[staggering]] . ",0.05713409185409546,0.9676363468170166,1,0,1,43,"Successful"
"with its [[dogged]] hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ","with its [[persevering]] hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0.16176491975784302,0.7878998517990112,0,1,0,44,"Successful"
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",0.5765975117683411,0.5765975117683411,0,0,1,1,"Skipped"
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ","something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",0.9826850891113281,0.9826850891113281,0,0,1,1,"Skipped"
"oh come on . ","oh come on . ",0.9938802719116211,0.9938802719116211,1,1,0,1,"Skipped"
"a moody , multi-dimensional [[love]] story and sci-fi mystery , solaris is a thought-provoking , haunting [[film]] that allows the seeds of the imagination to germinate . ","a moody , multi-dimensional [[enjoy]] story and sci-fi mystery , solaris is a thought-provoking , haunting [[photographer]] that allows the seeds of the imagination to germinate . ",0.0005518794059753418,0.0025610923767089844,1,1,1,80,"Failed"
"not only are the special effects and narrative flow much [[improved]] , and daniel radcliffe more emotionally assertive this time around as harry , but the film [[conjures]] the magic of author j.k. rowling 's books . ","not only are the special effects and narrative flow much [[augmentation]] , and daniel radcliffe more emotionally assertive this time around as harry , but the film [[begs]] the magic of author j.k. rowling 's books . ",0.019314050674438477,0.08577150106430054,1,1,1,80,"Failed"
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the [[skills]] to get us to this [[undetermined]] destination . ","it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the [[proficient]] to get us to this [[unsung]] destination . ",0.016624510288238525,0.1234540343284607,0,0,0,80,"Failed"
"( t ) his beguiling belgian fable , very much its own droll and [[delicate]] little film , has some touching things to say about what is [[important]] in life and why . ","( t ) his beguiling belgian fable , very much its own droll and [[flimsy]] little film , has some touching things to say about what is [[big]] in life and why . ",0.0018544197082519531,0.11469805240631104,1,1,1,80,"Failed"
"even on those rare occasions when the narrator stops yammering , miller 's hand often feels [[unsure]] . ","even on those rare occasions when the narrator stops yammering , miller 's hand often feels [[iffy]] . ",0.1953713297843933,0.8092256188392639,0,1,0,29,"Successful"
"( chaiken 's ) talent lies in an [[evocative]] , accurate observation of a distinctive milieu and in the lively , convincing dialogue she [[creates]] for her characters . ","( chaiken 's ) talent lies in an [[autobiographical]] , accurate observation of a distinctive milieu and in the lively , convincing dialogue she [[begets]] for her characters . ",0.00018209218978881836,0.5099610090255737,1,0,1,80,"Successful"
"sticky sweet sentimentality , [[clumsy]] plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ","sticky sweet sentimentality , [[fraught]] plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0.07500261068344116,0.6387399435043335,0,1,0,47,"Successful"
"it [[inspires]] a continuing and [[deeply]] [[satisfying]] awareness of the best movies as monumental ` picture shows . ' ","it [[induce]] a continuing and [[considerably]] [[positives]] awareness of the best movies as monumental ` picture shows . ' ",6.16312026977539e-05,0.8723074793815613,1,0,1,80,"Successful"
"featuring a dangerously [[seductive]] performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly [[realistic]] results . ","featuring a dangerously [[tempt]] performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly [[actual]] results . ",0.0008068680763244629,0.24705934524536133,1,1,1,80,"Failed"
"[[gives]] you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men [[alive]] . ","[[affords]] you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men [[lived]] . ",6.270408630371094e-05,0.0005620121955871582,1,1,1,80,"Failed"
"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a [[compelling]] quest for truth . ","if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a [[definite]] quest for truth . ",0.4440985321998596,0.6588729619979858,1,0,1,63,"Successful"
"it 's too [[bad]] that the helping hand he uses to stir his ingredients is also a [[heavy]] one . ","it 's too [[evil]] that the helping hand he uses to stir his ingredients is also a [[tremendous]] one . ",0.0004698038101196289,0.5427347421646118,0,1,0,80,"Successful"
"yes , [[dull]] . ","yes , [[beard]] . ",0.001257479190826416,0.9871156811714172,0,1,0,44,"Successful"
"some of their jokes [[work]] , but most fail miserably and in the end , pumpkin is far more [[offensive]] than it is funny . ","some of their jokes [[action]] , but most fail miserably and in the end , pumpkin is far more [[aggressive]] than it is funny . ",0.020085036754608154,0.4760919213294983,0,0,0,80,"Failed"
"intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ","intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ",0.9379855394363403,0.9379855394363403,0,0,1,1,"Skipped"
"[[shaky]] close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but [[lead]] nowhere . ","[[delicate]] close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but [[advance]] nowhere . ",0.011150836944580078,0.2342737317085266,0,0,0,80,"Failed"
"the [[inspirational]] screenplay by mike [[rich]] covers a [[lot]] of ground , perhaps too much , but ties things together , neatly , by the end . ","the [[inspired]] screenplay by mike [[plentiful]] covers a [[number]] of ground , perhaps too much , but ties things together , neatly , by the end . ",0.11889290809631348,0.6340380907058716,1,0,1,70,"Successful"
